time,rotate1,rotate2,rotate3,rotate4,force1,force2,force3,force4,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,Mc1,Mc2,Mc3,Mc4,Mc5
0.541782407,316.9400368,57.83627101,44.53659143,134.6201301,14.60169242,74.92935411,61.62003777,7.193589712,672.4718084,607.1871991,521.7200689,603.4788464,677.3886661,673.7889677,570.3044633,583.1451481,579.6614691,368.9568318,377.6613992,394.6120949,411.7413493,425.8320211
0.541793981,209.469258,237.2621577,66.42683838,142.2236401,83.8790112,42.40201325,10.72558371,5.955616127,597.6339219,584.306011,509.4048562,602.1759038,557.7271898,581.5856374,677.6188958,551.6960649,578.7900931,357.8717118,366.2954157,381.5369121,395.7921393,405.7805607
0.541805556,300.0386552,54.585145,173.1302771,2.905241722,99.6640959,2.245354113,0.335540714,71.52776344,613.1427392,669.4398232,679.5149559,593.0537934,640.7833496,607.9928713,602.9627826,604.8118973,500.6491913,375.1747853,376.6858806,397.2447378,407.9591191,431.0793645
0.54181713,242.1710145,272.618391,93.11644897,21.94060009,3.296820362,12.13364979,59.78299615,28.95959285,533.8800533,640.4704952,667.3814983,667.4279854,659.1144063,667.258508,505.0267608,595.6004901,563.5137445,373.3394308,377.4436031,386.1950553,399.5527819,421.880905
0.541828704,321.7776987,71.83757309,277.7014652,281.9255974,42.01409319,13.45256278,55.47854972,1.003721712,513.30214,526.8041727,594.6318291,578.4443461,523.1316361,669.8938871,587.5713789,574.4857394,653.3373302,371.6861984,375.7567593,394.1552116,400.2724925,413.8228445
0.541840278,243.8071551,226.6271854,338.3700117,116.1666335,96.07763124,51.07645429,18.64330825,17.97995032,624.9767217,641.5734328,518.1054229,670.2718803,586.4169791,610.708771,619.1641456,517.6739817,666.6030754,391.1447972,399.3056757,413.7941411,415.6635092,432.6226305
0.541851852,181.6945858,168.0592756,93.80141755,247.7138184,33.40331143,98.83097836,43.35370953,39.08490647,552.6731262,694.7152057,633.0946638,523.4481677,612.9482719,556.7201813,524.0455659,684.457148,674.5227778,381.5649262,389.4057783,402.1481286,419.7888403,430.6147459
0.541863426,1.695437063,379.4731781,325.4577948,168.1135363,40.53771323,42.1280673,54.62496545,53.32246792,598.0907875,561.8322665,644.3877624,539.5864856,595.3625419,602.872052,698.4579088,690.8734477,684.4893986,402.0443129,422.4586475,419.4075865,427.6153986,441.1439003
0.541875,40.8045931,48.77211862,330.878683,359.597778,53.83095441,27.43821401,97.77685098,38.10015718,699.4257748,677.7056538,669.0806329,510.1150946,590.76302,680.8936627,602.4323116,581.9398034,609.5920519,391.3137363,419.9235826,439.4875584,443.2967538,450.7978831
0.541886574,235.8195495,301.5203653,293.4309882,275.4842183,71.03335104,17.36780386,49.51930974,95.68058091,624.7814038,508.6957381,683.8838471,644.3300625,683.1407104,542.4322549,512.1235989,670.4454156,577.7987972,403.6965169,413.0596772,416.8177197,423.1893321,432.2507947
0.541898148,140.6861616,384.6088986,337.6570953,319.807552,94.24292688,60.52996828,14.92745376,5.125713635,610.4857377,508.3047244,525.6919965,577.8788304,526.9046684,527.8886927,518.5913463,536.9843819,538.7012732,370.6568672,389.2294823,383.8223566,390.3006835,394.8674046
0.541909722,235.0721241,74.96272292,378.7560392,220.7642779,83.82082476,44.77307427,56.17436079,54.59917327,697.7783005,632.7877267,511.1659516,698.4173812,611.719638,631.0322403,514.0429801,696.3154246,500.784202,395.1857711,403.5871127,421.9505829,426.9483934,436.5719555
0.541921296,306.3973509,23.47041224,318.8103414,186.5076768,51.32526518,71.19227966,25.12453633,37.36727972,698.0759625,630.6731681,504.1763547,542.0581698,677.8043225,524.5412673,570.5918608,572.8208324,515.500538,374.924025,376.5360739,394.8359473,398.6447196,411.1235695
0.54193287,282.894747,266.1924541,84.97576812,394.3300507,71.83533071,41.88961212,65.97605952,72.82648437,622.0220083,685.5937359,600.381699,673.1748784,590.7991724,545.6695619,674.7726619,696.9568869,536.9551275,414.9893008,423.7491384,427.891993,452.2890635,447.7287154
0.541944444,158.6987919,144.5648193,69.07224304,175.1162729,98.87577451,82.74544093,77.21001154,72.80665121,505.235087,672.2333591,537.4116382,588.08246,614.8138515,657.5321499,583.7184,528.0256982,596.4873554,363.3147204,375.5764908,393.7171723,415.8378124,425.0440643
0.541956019,236.6996137,198.0136177,217.4689149,48.1169568,72.82985211,65.15657908,6.242055441,13.0780623,626.2653899,595.5973735,698.8216716,511.4800573,586.5484153,556.4986294,618.2289137,648.7474901,578.0045544,373.3661646,383.4135044,393.5077597,402.5694225,428.9950473
0.541967593,249.4199396,189.6112381,176.8839069,314.0968538,5.025704632,65.98274523,13.56364318,80.3166017,593.892665,646.1098518,644.2799555,628.505645,588.0364019,563.3496493,579.3287057,503.9527324,523.8558795,383.7346514,387.8762733,399.2500182,408.1429377,421.6162016
0.541979167,133.8145052,285.7179337,82.44562694,131.0038043,23.40376784,95.99620602,7.780219423,7.310328202,683.8768687,541.8245437,601.4584925,508.8396387,628.79272,553.0427765,540.1700216,637.8845624,620.9593558,358.9050903,373.077107,386.0102138,403.6653876,411.4048496
0.541990741,358.106469,326.9638501,184.8630807,5.300897439,83.67667913,43.9771589,35.06224099,22.58709806,531.0433356,697.6786383,548.1973761,521.4094348,592.7846724,634.6426991,510.5472548,690.6963197,604.4989065,385.9478513,386.2245384,384.2261578,398.4685952,424.0993394
0.542002315,339.1021503,393.2160503,118.5732132,213.2377531,17.13009395,11.54661866,26.0356761,58.27470282,518.8642607,548.6825367,602.4863326,682.5580374,569.4269555,566.2118758,523.0742568,530.3546552,653.1078638,374.8895697,385.709939,384.444933,396.7450583,403.2183132
0.542013889,184.9193084,142.1429513,139.7101545,214.5415643,38.87187835,32.97572388,36.69268332,4.880682474,654.3888417,638.686102,547.3488855,616.9206762,552.8004586,601.4656773,579.5487389,604.0564721,598.1839567,368.7562549,374.8706959,394.8200215,409.4901698,415.1932597
0.542025463,43.18731735,103.3411258,253.9637028,47.36739576,21.07665645,95.55256935,3.305587164,8.801277323,562.7542105,542.1056198,511.7851206,692.906814,580.3551174,613.2644247,552.6920173,627.9798691,558.8794362,343.3951486,361.131671,382.8475666,386.9175677,408.907441
0.542037037,170.9076758,171.8897518,394.7242704,95.3501966,62.965186,99.10156014,99.61257841,1.555468456,660.417695,632.1397445,546.1784164,694.3511248,595.7587373,641.2573777,598.8668864,509.7948625,650.9839107,399.1140443,405.8927908,425.7837772,420.2903748,443.6683315
0.542048611,223.2429876,263.9875954,364.8799241,51.61238108,70.39527351,88.33028197,1.458176301,19.75857548,676.8695884,603.5736908,583.9631227,648.6742456,654.6525519,604.0877598,523.6341193,619.8998733,511.4169212,390.929991,398.6703798,405.9972269,406.2544025,426.7807122
0.542060185,243.2334244,183.0041805,139.4211983,285.824325,67.15498642,1.701856946,14.14206673,99.12226769,510.8970775,503.0935844,546.5792343,540.7307024,668.583295,506.7260421,517.1308565,544.8385649,679.2859294,361.8866556,367.3749407,376.9953799,396.6550827,395.1450608
0.542071759,229.4961968,289.2930314,100.2022243,56.51072173,5.714802235,53.67457564,51.57962505,50.47065554,544.1142146,699.4232824,515.9388136,683.1805392,559.409857,633.8412442,602.8054758,634.3721239,627.3316914,381.163927,388.87417,395.6611804,413.7633547,428.6410225
0.542083333,383.0507784,220.2902959,209.8316164,21.66700506,11.44393632,99.37238965,8.578428431,2.064207022,592.8902486,665.8522244,600.624217,634.1645573,629.1614071,524.1201664,503.6669599,539.9926866,508.3381065,368.3620745,368.3604741,370.296042,386.2671852,406.4475403
0.542094907,101.4009702,270.6150585,354.9691951,358.1809917,7.701307353,92.45275012,95.4552105,80.2926225,684.5630986,505.725552,598.3132854,522.2603246,505.1475815,529.9183466,677.9948584,669.4313842,551.1241014,390.4420463,414.3832012,414.2043127,423.5963692,429.9962822
0.542106481,365.975849,389.4457829,360.0365998,290.5334259,31.19868375,32.51885242,24.57466198,22.58939662,649.8312161,630.3050542,569.2950073,588.7742804,531.2289476,501.7135757,690.9135036,592.3545912,669.967494,409.0735291,414.0313787,421.2740443,419.9603075,427.5524207
0.542118056,177.3809673,122.2002619,247.8404924,185.8651173,30.51434266,95.81379964,10.65541718,60.53242138,662.0759181,514.965343,548.1968187,578.9206803,650.1768779,598.3519885,556.0782864,657.4710577,654.2980434,376.1153728,389.6974442,403.8544154,415.8534845,424.5341492
0.54212963,225.4882709,89.42338041,346.0099458,40.69463631,64.41612528,40.11405055,55.35909978,56.3603124,531.642181,669.7807876,644.4320337,559.9512244,625.5876456,685.1338204,598.582871,542.1927629,521.5467243,379.5708869,381.5906141,400.8093119,404.9374365,423.3039181
0.542141204,29.8733134,310.6816883,114.8678071,304.0934318,38.11597377,5.814652169,32.81112584,30.2946302,593.4405221,667.4324038,581.4727211,661.9633579,590.2013548,670.4741825,665.318289,514.2080384,663.1915546,384.6840128,407.8887548,415.1644277,433.4345099,440.6602332
0.542152778,291.7764058,51.8571752,20.45574088,153.1559977,80.7619975,94.92006522,82.32531434,74.52224164,602.1880948,636.2596852,594.3591398,593.4973803,689.8932888,563.6554925,619.9805435,507.0162191,595.740843,369.7621818,379.506572,395.1742951,423.4340103,434.6836296
0.542164352,345.8774972,270.8330806,215.391876,132.436661,34.90022613,39.00699802,77.51922516,21.73910172,617.6118598,508.0477184,697.5694734,683.4226119,512.7777917,659.2496565,517.2155788,657.8154729,643.9731521,398.1470334,399.6977391,401.4656525,416.8198209,429.0485207
0.542175926,123.0718316,159.7154918,398.6863617,56.69409084,52.07556297,29.83317923,99.26726036,81.40661765,641.1579669,660.4236759,642.0494225,545.9040301,634.4366097,538.7572261,673.6135728,643.8789831,576.4761161,390.5717935,409.5639288,421.4194242,422.0077809,441.8738657
0.5421875,95.75335181,22.18669088,66.2672914,359.3824493,61.37063404,39.51954883,13.51408326,35.24501763,667.811493,625.4019623,512.3039253,626.8018234,504.3330609,504.0320731,690.1366849,527.3385746,698.3695572,361.4368949,374.3695066,395.1912822,419.2437885,420.7256414
0.542199074,162.6370538,271.7379662,70.85788847,347.3080438,87.69094276,45.14570494,72.88391984,90.7657571,668.3490455,589.0211142,505.2188236,650.1569408,638.0227908,649.0664201,522.7532433,629.7540121,613.9576084,393.1934289,408.2827164,417.6089226,433.150189,445.9175472
0.542210648,341.7568565,237.8480169,284.7336868,190.4520429,73.61048366,44.70890592,68.3807502,96.73753451,688.9861119,530.8157201,638.4162008,690.2603279,528.5557729,650.3215502,646.1219331,571.870274,666.0376784,415.2180405,419.9507668,432.0746947,440.193225,455.6118246
0.542222222,213.9679825,159.8936968,131.2480648,59.52446641,79.89900217,86.30202479,55.33372565,78.80979445,576.7103034,511.6182725,588.2199574,585.4230909,650.4150739,681.6203508,685.8457214,524.2720616,669.8350089,373.6744144,390.8716704,405.1642629,415.9446993,435.2540269
0.542233796,84.44837128,212.1220763,147.0989995,124.5919029,55.98042278,8.319743514,96.09159596,36.10852633,518.5285171,656.4194896,597.5022945,660.5517069,672.7161684,593.0091208,595.4363469,571.0908639,606.6149637,368.0600435,387.9589763,402.5834352,414.5032527,428.9237309
0.54224537,365.7104174,40.50100882,182.4961034,149.3723847,46.38020622,48.2873859,20.32438416,92.14103195,513.3947472,522.1232929,637.8522996,678.8916491,688.2425427,592.4329527,590.721231,674.7006889,676.2160668,393.4945637,389.0628246,413.8190131,426.0127398,438.4000242
0.542256944,338.774321,83.42336171,259.1517963,82.15180161,36.46755915,96.02053167,80.19442381,45.68531806,571.3996406,559.7078385,563.2499209,659.4902578,686.5671802,518.226167,665.6768044,564.6020769,529.8571244,380.7793772,384.2229514,394.1944607,406.983017,428.5869107
0.542268519,303.553916,121.8819523,253.1914133,35.20935413,39.14308845,72.82230946,47.38377414,92.27163154,522.5423069,551.9887944,540.4058592,618.9283662,538.6395867,596.8605583,644.2449756,651.8187581,645.20688,378.3414,375.1811279,394.960799,402.4316714,422.3013906
0.542280093,392.6169176,113.5528854,356.2799361,50.03530961,80.58862495,45.21584651,23.04881361,47.50519446,543.0170083,545.7271083,558.1604921,624.7814515,588.0716668,597.0466688,683.8705985,590.650811,545.3205925,381.423484,383.2693814,395.5584246,400.1037928,414.9904767
0.542291667,79.7235871,270.6844255,351.6156402,297.4004862,6.591277369,91.04616449,26.88201554,92.4516559,575.9848768,664.4321726,587.771269,696.8645491,675.6108485,506.9521624,675.6840243,598.6613451,598.1229012,407.6265831,427.7746564,429.636835,437.9197458,447.4660827
0.542303241,21.80175868,104.8870097,165.0861699,164.3497587,19.4034032,26.93001306,12.08060401,52.30525317,524.5470129,545.3521135,578.5137435,586.7482255,576.487034,615.0423782,598.7941473,576.609061,525.6610304,343.4874404,358.0358495,376.0238511,389.7399615,396.4277684
0.542314815,110.26759,135.8424902,29.44233134,98.18432728,93.07366336,91.22044648,20.39986496,57.3376952,609.7916916,584.3872399,516.0018744,625.4147836,609.0645165,638.510524,618.355328,520.1905309,530.0309136,353.7648259,362.3437771,381.338652,399.9509134,421.1504012
0.542326389,111.2290794,88.29735549,272.3187552,323.1729757,81.91667937,88.84637204,27.60224736,7.481390427,579.5939579,532.7158391,611.7149215,652.2785268,664.0714025,630.1893949,668.8213707,642.0447684,595.977718,396.7887247,406.8147513,428.6044511,440.0107538,446.1426339
0.542337963,323.52871,175.2233036,111.4142803,391.0703569,6.014509937,56.38700661,89.31209616,41.17168,526.4348835,532.6463512,618.8738643,571.6948928,582.9649776,634.7135494,524.6878834,580.4068212,514.5215258,373.3644342,381.1090284,386.4089427,402.8326043,408.7751571
0.542349537,164.3796837,381.4282503,258.7961236,277.9073457,11.82915198,80.81062594,35.88639847,89.5033762,684.3365914,525.2490659,628.1436561,621.2916874,521.3361877,507.0434781,649.5441629,617.0877323,584.9283576,396.1420677,407.2571951,407.4455551,422.7996204,425.7070175
0.542361111,248.9704203,103.19077,143.5247579,61.69221502,53.78895235,7.541035411,77.11803998,0.802242048,677.7689361,504.1023384,664.4449917,608.6015703,613.5766417,658.2206373,690.6690687,663.4977142,587.5208785,380.0346656,387.84936,406.2195357,423.934875,436.5848257
0.542372685,381.1600081,376.4250188,19.93052019,194.790599,47.26098849,14.48336035,96.92673073,74.85942763,560.7324029,655.5648545,667.9841014,659.1185013,551.2117174,647.3542909,524.7900634,633.2144581,595.6219295,400.1181452,396.6481472,404.3539608,421.167073,433.9374939
0.542384259,287.6360401,385.6022313,328.2755647,51.05810443,41.5460506,53.29343847,72.03573338,33.45133903,534.766433,588.0485292,634.3520338,593.9784799,659.0321071,509.9348401,651.0550603,559.6118496,538.6739416,386.0678763,391.0477908,397.0445246,402.7531256,423.4964958
0.542395833,75.22136992,136.3854811,40.6525138,144.3993955,85.30797349,50.19035286,3.101315195,67.07880128,604.0793383,506.0979655,627.2102835,591.893038,692.9510826,659.6924069,568.3331506,616.324207,645.2733129,367.9464978,377.5910613,395.344635,421.8225651,432.5200652
0.542407407,35.58582977,33.58068105,201.8798456,256.5542625,45.12387193,66.49292305,6.452468416,19.78789069,628.2195862,620.4132629,696.8688967,643.9924316,515.1653141,670.6369931,524.9283208,505.0259236,553.8728578,358.9633154,378.5274598,396.4952666,409.4461062,422.9770524
0.542418981,302.54446,61.25294682,75.88341983,170.3366917,90.22920583,16.26387913,13.71354431,21.82333406,595.0457818,529.9876176,568.6511416,628.0266973,656.7134581,654.5256504,645.7124323,524.0218407,614.7387402,367.5954518,367.0095432,392.8991873,406.0059576,424.9771543
0.542430556,25.56834313,170.2673085,268.0690678,290.6982012,60.80023678,71.3558858,96.83353112,31.26868161,681.0769373,528.7952999,630.8082833,576.3609561,632.8303509,522.1556549,533.5981513,653.8015966,534.3856173,373.5492609,395.3914528,407.5843829,422.8516452,423.6826262
0.54244213,185.6980526,248.8363433,82.17640493,263.6555714,62.12167087,12.13171213,97.27426506,67.24493201,696.864471,695.459182,565.8535874,523.2950889,613.2539505,617.8245809,549.780758,649.9055645,561.7893724,390.216902,398.132591,410.3678291,430.7185286,438.9432766
0.542453704,388.3654147,154.5088609,138.7830502,34.91367055,16.49215291,38.32372701,24.46663332,29.62750005,654.0131322,602.6282422,678.9936644,679.1684622,561.2928145,673.2319406,687.4321503,548.7090493,618.486787,391.0992227,385.5684441,407.0209261,414.0057267,444.7395692
0.542465278,70.38995297,184.5934009,286.0514169,25.7691764,81.51292652,85.3618506,77.75756985,84.13833238,656.4177436,565.0331614,624.2957011,620.8852302,617.2483316,519.3415105,651.8523277,579.9584038,588.0604541,380.3928033,391.3517414,412.0329953,416.6942708,433.725548
0.542476852,383.5734381,146.3816757,90.90165939,324.5152705,31.39843424,53.16121545,79.15927998,46.03289828,682.3286699,648.2788919,614.3085247,665.4149087,635.6905208,584.3747862,627.9309524,674.856514,658.3829704,410.697034,411.473937,427.6259585,445.7332168,455.9716498
0.542488426,368.0218896,72.00439298,102.5923355,395.7511447,51.79504035,99.48194047,87.09326952,30.3439371,643.9636786,593.072163,638.5250236,534.7323365,673.8224994,519.9615695,598.6677083,643.7921491,604.5315383,395.5214099,394.9036795,416.1906209,435.9782557,441.8100003
0.5425,267.9943144,204.291748,305.9250559,158.0996719,89.10845693,64.48664905,2.571218742,16.83956073,548.3796355,643.1238339,508.678196,590.6444609,572.3049245,568.0013464,690.876255,554.771192,669.8189197,389.5202984,388.1335792,400.5934808,412.7767012,427.9323722
0.542511574,98.39274586,51.69109444,230.7027796,355.8532989,81.03759984,79.54942538,34.55866074,22.24370856,667.735011,576.1664638,692.5020102,585.6839377,603.9840702,646.613503,604.1385987,673.107997,503.8566788,391.5717985,404.7383472,428.7735709,439.7764888,442.8841303
0.542523148,82.77776815,391.9708686,159.7270583,42.44355298,58.75932201,65.14631647,83.39932384,68.42276479,672.0912761,596.4307115,616.2425248,603.4191299,696.8190949,570.6421707,531.3040726,507.4737255,549.2630316,374.216679,389.5028703,392.006934,404.1263561,427.3660922
0.542534722,226.868774,236.6191505,278.1848917,114.8082402,87.25850066,13.43827957,76.86783889,72.38066403,538.6927772,562.2865409,533.0255279,543.9285713,614.5980292,658.2244157,657.6863185,640.3682822,651.9908398,383.7099215,395.0846299,404.9354602,410.5525868,432.7560099
0.542546296,264.1489756,367.6202482,109.7170632,144.2129678,29.92776977,67.33253195,77.62268557,58.2118509,607.8898954,663.5064162,663.9689415,526.6738175,535.1009266,514.8350717,547.9610615,623.349948,648.6530726,388.1653329,389.2987698,397.9089943,409.1447236,425.79894
0.54255787,138.9246902,130.6753125,41.02696347,215.5686776,8.632069733,55.2482166,28.19863391,79.59094585,564.4365616,507.7331997,651.4643066,617.759987,699.7303575,611.5976271,515.6292232,629.1100075,659.6029533,363.7495497,375.9737348,391.9639581,414.7769641,424.059474
0.542569444,279.9573785,18.90786243,354.1210569,216.0753988,15.29533648,49.38670051,95.26531337,32.65677867,660.185949,626.5568059,673.0300912,644.2312634,539.3454188,547.274814,593.8625824,580.6198559,646.3561219,391.6906221,397.8628302,419.1332629,428.1363539,433.9162356
0.542581019,97.04787853,166.4573957,80.58159103,89.58607246,98.25850895,55.09230185,58.74568894,45.00900018,516.097417,555.9341078,660.2874397,659.6349948,685.811309,622.0137256,515.0786206,696.0805877,626.768955,368.7935441,383.8114038,404.1376217,421.2408454,439.7285995
0.542592593,57.49913317,159.3033119,43.51798681,394.7052887,57.12650846,6.006140193,92.85182295,11.00384239,594.9155978,669.4737136,662.9145166,678.4893752,689.4285087,628.2823554,524.5119983,545.4871119,654.5834048,390.3010584,401.5598161,416.1834802,444.1115594,445.7043669
0.542604167,95.79610006,184.7510491,338.7958691,332.6119019,78.32069861,84.90793865,11.64116037,1.622483204,558.6801892,629.268696,526.8507309,526.3611056,659.8736265,520.9031494,583.7289599,526.6784869,658.418689,377.0478786,393.5742669,405.5528973,408.5045583,412.1710052
0.542615741,102.2952799,374.8608251,156.3901099,98.36433566,17.61152995,16.91643397,53.15026431,47.70769286,610.9361669,531.4547958,671.1134169,544.5939172,590.8668592,516.5555025,541.9661715,696.4796047,541.090363,369.0419943,379.6321239,381.0226195,391.9594198,415.9163247
0.542627315,387.2919293,277.7882191,167.2759951,132.0823212,3.765626753,52.4364986,75.04397448,95.93492942,623.3089641,550.5115329,510.3316153,506.5354201,611.9893056,570.9103585,634.4592273,658.60017,684.6385976,385.1755908,387.3467643,393.8376405,411.7800119,424.3938017
0.542638889,174.5621346,44.74478489,143.977346,168.2010531,59.64303829,14.66567626,3.671248992,47.38737658,560.8616228,532.4847937,613.3414192,695.9737143,589.8402656,679.4819717,539.8362353,587.078642,640.7755939,367.3371951,375.8203865,390.1168614,410.8784555,424.104712
0.542650463,0.471390398,102.8386393,241.4289886,236.1526298,44.24656108,82.70740987,62.68871622,43.52190204,615.3915784,691.0764914,629.0043522,649.1401051,557.635527,520.5104295,580.2745236,634.2134841,597.2334447,374.7308256,395.136483,418.6660667,426.0616224,435.9945714
0.542662037,247.7679185,338.2087227,71.07068155,14.15673603,9.623642655,83.85589045,0.578908651,33.60741288,628.5198196,525.4811056,561.0154224,641.615189,506.1641359,659.0983187,603.1735342,503.6306788,640.4129913,361.0989962,368.970373,373.0768126,384.4104792,409.8441668
0.542673611,40.29494569,267.1337377,88.738282,348.2367331,43.12210995,75.91890544,8.672991168,4.40787471,653.2619661,645.1071186,637.7704333,657.356208,572.4515804,682.562687,664.6405762,556.1901837,578.1574971,387.8690709,410.8387634,420.3163867,432.3781325,443.327088
0.542685185,34.56863249,286.4288805,214.9409848,207.2071368,54.2795275,16.97437346,60.75742686,81.66044381,565.5682433,501.0999606,552.0444885,623.4008557,521.5235358,652.4208748,588.2539774,540.5085464,521.2766983,357.8112345,382.3164938,379.8721642,397.6695917,404.190135
0.542696759,141.5606751,132.741145,394.6012803,265.8731491,54.91790967,87.09662298,89.75657196,6.825539057,536.1692105,608.2131212,626.0297566,548.7891202,579.6688151,554.9332885,632.907204,612.9158368,564.5103807,379.7033574,395.0462451,416.9893968,411.1759027,418.9471045
0.542708333,116.3296852,318.4231023,356.4004695,291.1324965,15.51268525,71.52698293,90.4970219,49.78665857,540.6617785,699.5653974,649.3964052,517.1969386,647.0644374,526.4202562,590.0694133,661.1698315,645.0089938,406.2963288,423.1894372,422.5009125,426.4667609,442.9353038
0.542719907,23.09957504,133.6848034,228.7474397,44.52109361,2.086760026,72.12351608,36.51965228,60.8689582,559.2339898,691.994114,671.5784429,511.7929518,613.9174032,520.5672593,684.5759139,511.2382454,582.579944,359.5091689,377.795017,385.1090849,403.2739594,416.6228846
0.542731481,207.5940479,267.5543944,102.9415464,15.35554177,97.04173292,32.64396457,90.44118327,34.42086472,572.1159262,536.8228998,523.1054669,520.0860583,675.7284872,510.7699038,572.5628779,620.3887974,581.6303519,356.3956769,367.3179945,372.103589,390.9221799,408.270137
0.542743056,162.7696726,94.85481023,28.26867813,120.2321479,11.70184228,98.71977536,62.71943703,66.08911587,565.1180359,657.2042534,536.4888985,575.67678,694.9970045,568.4788405,606.4391159,566.2292725,514.2511079,350.5921177,362.8263915,378.9325903,402.9347256,422.4081222
0.54275463,345.7068799,208.3274046,146.4472073,71.12458945,64.57958577,15.47044935,73.85249863,29.16243145,612.8421918,655.7626881,644.0160729,588.6740294,545.4391906,565.9372619,629.3988572,665.3601308,604.9675612,389.420904,384.0418382,400.1122107,415.1757321,438.1547703
0.542766204,320.5685719,320.6584115,269.9842035,312.8983136,73.22450767,65.33785423,78.23243676,31.88881701,689.6460714,699.6133614,603.4484725,502.5758767,553.9786389,542.727628,662.0940957,519.2060725,653.6592626,411.5955391,416.9229524,418.473656,426.3137895,433.8631311
0.542777778,178.517862,153.7171717,359.4940088,3.816421435,52.09999986,6.617719797,15.85955352,77.44675704,672.3055121,506.0322176,607.9535318,694.9346522,517.7630551,547.3656171,633.1810103,579.2834716,647.6687068,372.2444984,382.3303216,399.4530329,396.7982033,425.3273959
0.542789352,278.1521359,31.26902384,86.15888579,203.5624503,23.5543375,60.17116619,32.07595004,1.855013612,688.0210583,511.5063058,572.3417487,636.6042186,686.41836,541.239826,507.6831086,678.9765984,575.9221222,366.5698991,367.3829215,386.4113659,404.8094395,419.5496781
0.542800926,265.4754716,131.3265598,47.26220958,254.2973826,93.29986418,76.75378329,99.63243622,78.03696757,580.8519739,641.7321657,533.7140865,680.5805161,641.308487,520.6468534,577.4577163,551.5458687,686.5555684,388.4088677,391.7918729,408.3994326,430.6317497,435.3905408
0.5428125,188.3068863,289.3710404,40.52005978,229.7333229,12.14273136,10.61232376,41.63503082,72.29998856,698.5265253,674.3956492,502.7046038,591.3988962,628.2463979,638.6706106,639.130684,692.6817546,536.0077387,381.6792926,401.9787933,404.9857909,423.1533411,435.644248
0.542824074,30.53382577,28.00752227,229.5998399,340.7959204,83.97872866,45.39462605,27.52539395,12.69934929,541.7069805,500.089675,516.5868964,667.3681037,651.2537589,698.9709541,651.6363044,537.1871992,633.2571211,368.0097689,386.8283765,406.3678711,423.495677,421.7562938
